"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price"
"Uttar Pradesh","Sultanpur","Jafarganj","Goat","Goat","25/03/2022","4190","4210","4200"
"Uttar Pradesh","Sultanpur","Jafarganj","Goat","Goat","01/04/2022","4190","4210","4200"
"Uttar Pradesh","Sultanpur","Jafarganj","Goat","Goat","08/04/2022","4240","4260","4250"
"Uttar Pradesh","Sultanpur","Jafarganj","Goat","Goat","15/04/2022","4240","4260","4250"
"Uttar Pradesh","Sultanpur","Jafarganj","Goat","Goat","22/04/2022","4240","4260","4250"
"Uttar Pradesh","Sultanpur","Jafarganj","Goat","Goat","29/04/2022","4240","4260","4250"
"Uttar Pradesh","Sultanpur","Jafarganj","Goat","Goat","06/05/2022","4240","4260","4250"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","07/01/2022","3890","4080","3960"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","14/01/2022","3950","4050","4000"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","21/01/2022","3950","4030","3980"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","28/01/2022","3920","4000","3950"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","04/02/2022","3940","4020","3960"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","11/02/2022","3940","4020","3965"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","18/02/2022","3930","4000","3960"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","25/02/2022","3950","4030","4000"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","04/03/2022","3920","3980","3950"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","11/03/2022","3910","3970","3940"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","25/03/2022","3820","3875","3850"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","01/04/2022","4020","4080","4050"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","08/04/2022","4025","4060","4040"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","15/04/2022","4180","4215","4200"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","22/04/2022","4200","4220","4205"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","29/04/2022","4230","4300","4240"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","06/05/2022","4220","4250","4230"
"Uttar Pradesh","Sultanpur","Sultanpur","Goat","Goat","13/05/2022","4230","4250","4240"
